Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Thigh.Top.LateralX	R.Thigh.Top.LateralY	R.Thigh.Top.LateralZ	R.Thigh.Bottom.LateralX	R.Thigh.Bottom.LateralY	R.Thigh.Bottom.LateralZ	R.Thigh.Top.MedialX	R.Thigh.Top.MedialY	R.Thigh.Top.MedialZ	R.Thigh.Bottom.MedialX	R.Thigh.Bottom.MedialY	R.Thigh.Bottom.MedialZ	R.Shank.Top.LateralX	R.Shank.Top.LateralY	R.Shank.Top.LateralZ	R.Shank.Bottom.LateralX	R.Shank.Bottom.LateralY	R.Shank.Bottom.LateralZ	R.Shank.Top.MedialX	R.Shank.Top.MedialY	R.Shank.Top.MedialZ	R.Shank.Bottom.MedialX	R.Shank.Bottom.MedialY	R.Shank.Bottom.MedialZ	R.Heel.TopX	R.Heel.TopY	R.Heel.TopZ	R.Heel.BottomX	R.Heel.BottomY	R.Heel.BottomZ	R.Heel.LateralX	R.Heel.LateralY	R.Heel.LateralZ	L.Thigh.Top.LateralX	L.Thigh.Top.LateralY	L.Thigh.Top.LateralZ	L.Thigh.Bottom.LateralX	L.Thigh.Bottom.LateralY	L.Thigh.Bottom.LateralZ	L.Thigh.Top.MedialX	L.Thigh.Top.MedialY	L.Thigh.Top.MedialZ	L.Thigh.Bottom.MedialX	L.Thigh.Bottom.MedialY	L.Thigh.Bottom.MedialZ	L.Shank.Top.LateralX	L.Shank.Top.LateralY	L.Shank.Top.LateralZ	L.Shank.Bottom.LateralX	L.Shank.Bottom.LateralY	L.Shank.Bottom.LateralZ	L.Shank.Top.MedialX	L.Shank.Top.MedialY	L.Shank.Top.MedialZ	L.Shank.Bottom.MedialX	L.Shank.Bottom.MedialY	L.Shank.Bottom.MedialZ	L.Heel.TopX	L.Heel.TopY	L.Heel.TopZ	L.Heel.BottomX	L.Heel.BottomY	L.Heel.BottomZ	L.Heel.LateralX	L.Heel.LateralY	L.Heel.LateralZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.Knee.MedialX	R.Knee.MedialY	R.Knee.MedialZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.Ankle.MedialX	R.Ankle.MedialY	R.Ankle.MedialZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	R.MT2X	R.MT2Y	R.MT2Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.Knee.MedialX	L.Knee.MedialY	L.Knee.MedialZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.Ankle.MedialX	L.Ankle.MedialY	L.Ankle.MedialZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z	L.MT2X	L.MT2Y	L.MT2Z
0.473	849.362	1049.91	1326.9	853.443	1050.67	1108.72	664.33	1098	1256.36	665.707	1096.3	1167.26	764.358	1132.82	1374.4	767.155	1129.62	1051.91	710.358	770.638	1417.4	718.646	660.067	1418.03	661.156	767.784	1367.21	665.745	657.606	1365.97	688.615	268.928	1435.55	697.339	189.131	1423.57	651.086	270.371	1396.21	657.471	191.261	1386.34	644.713	94.3798	1373.23	632.547	43.992	1374.6	658.03	59.1301	1412.34	714.66	758.854	1019.92	725.628	649.022	1010.79	668.08	752.143	1070.16	673.215	641.87	1061.73	691.318	255.21	1004.59	701.682	176.42	1020.3	652.904	259.229	1041.27	663.004	175.553	1054.35	648.841	94.1575	1071.42	637.359	44.1564	1072.23	670.462	55.1681	1027.27	767.401	964.644	1398.99	734.504	558.75	1415.57	722.14	535.865	1284.9	734.048	486.573	1422.85	789.181	475.637	1367.47	709.933	104.934	1411.27	732.962	121.242	1327.31	862.385	66.2223	1323.64	838.357	56.9905	1435.83	865.821	74.7909	1366.9	775.213	953.885	1031.94	735.934	552.032	1011.85	714.864	530.042	1140.62	723.095	484.004	1008.03	782.216	462.846	1062.67	713.177	106.318	1030.57	735.374	119.109	1112.09	864.985	63.6614	1121.74	838.743	47.4839	1005.18	871.533	71.2598	1073.81
0.48	849.36	1049.92	1326.91	853.433	1050.67	1108.72	664.322	1098	1256.37	665.701	1096.31	1167.27	764.366	1132.82	1374.4	767.151	1129.62	1051.91	710.342	770.643	1417.4	718.631	660.07	1418.04	661.147	767.793	1367.23	665.729	657.603	1365.97	688.61	268.927	1435.56	697.338	189.133	1423.57	651.085	270.366	1396.21	657.473	191.262	1386.34	644.709	94.3786	1373.25	632.539	44.0091	1374.6	658.027	59.1273	1412.34	714.653	758.85	1019.91	725.621	649.018	1010.8	668.078	752.143	1070.17	673.211	641.871	1061.74	691.32	255.214	1004.58	701.68	176.418	1020.3	652.899	259.234	1041.27	662.994	175.566	1054.34	648.838	94.1539	1071.43	637.366	44.1476	1072.25	670.459	55.1765	1027.27	767.393	964.651	1399.01	734.515	558.769	1415.68	722.114	535.867	1284.9	734.037	486.581	1422.85	789.176	475.642	1367.48	709.934	104.926	1411.26	732.96	121.246	1327.31	862.39	66.2203	1323.65	838.362	56.9972	1435.82	865.833	74.7865	1366.9	775.201	953.889	1031.95	735.937	552.042	1011.86	714.854	530.038	1140.63	723.094	484.002	1008.04	782.196	462.85	1062.69	713.168	106.313	1030.57	735.37	119.11	1112.09	864.991	63.655	1121.73	838.741	47.4778	1005.17	871.533	71.2586	1073.81
0.487	849.361	1049.91	1326.91	853.43	1050.67	1108.73	664.319	1098.01	1256.36	665.702	1096.32	1167.27	764.372	1132.82	1374.42	767.15	1129.62	1051.92	710.349	770.648	1417.41	718.627	660.074	1418.05	661.148	767.795	1367.24	665.732	657.608	1366	688.608	268.931	1435.57	697.335	189.133	1423.57	651.083	270.372	1396.21	657.477	191.26	1386.35	644.708	94.3861	1373.24	632.547	44.0066	1374.59	658.038	59.1291	1412.34	714.635	758.854	1019.93	725.614	649.029	1010.81	668.066	752.147	1070.19	673.207	641.873	1061.75	691.325	255.214	1004.59	701.685	176.418	1020.3	652.898	259.232	1041.27	663.002	175.559	1054.35	648.844	94.1621	1071.42	637.362	44.1454	1072.24	670.457	55.1753	1027.27	767.394	964.659	1399.02	734.469	558.748	1415.59	722.121	535.858	1284.91	734.022	486.569	1422.86	789.158	475.642	1367.48	709.943	104.944	1411.26	732.962	121.254	1327.31	862.388	66.2235	1323.64	838.367	56.997	1435.81	865.827	74.7742	1366.89	775.201	953.887	1031.96	735.938	552.024	1011.88	714.859	530.044	1140.63	723.09	484.007	1008.04	782.207	462.844	1062.68	713.162	106.321	1030.57	735.375	119.114	1112.09	864.981	63.653	1121.73	838.739	47.4903	1005.17	871.527	71.2591	1073.81
0.493	849.359	1049.92	1326.92	853.433	1050.67	1108.75	664.311	1098.01	1256.37	665.694	1096.32	1167.29	764.384	1132.84	1374.41	767.15	1129.63	1051.93	710.339	770.655	1417.42	718.617	660.075	1418.06	661.147	767.789	1367.25	665.724	657.613	1365.99	688.602	268.93	1435.58	697.334	189.135	1423.58	651.08	270.368	1396.21	657.473	191.26	1386.35	644.71	94.3816	1373.24	632.54	43.9989	1374.59	658.032	59.1297	1412.34	714.628	758.858	1019.93	725.608	649.02	1010.81	668.067	752.143	1070.19	673.202	641.886	1061.76	691.326	255.214	1004.58	701.69	176.422	1020.31	652.905	259.235	1041.27	662.998	175.57	1054.34	648.84	94.1604	1071.42	637.367	44.1526	1072.25	670.462	55.1673	1027.27	767.388	964.663	1399.02	734.494	558.764	1415.7	722.105	535.875	1284.91	734.024	486.58	1422.86	789.154	475.637	1367.48	709.931	104.934	1411.26	732.975	121.238	1327.32	862.391	66.2127	1323.64	838.368	56.9968	1435.81	865.828	74.7952	1366.9	775.195	953.882	1031.97	735.94	552.044	1011.86	714.856	530.055	1140.64	723.1	484.006	1008.06	782.202	462.848	1062.69	713.16	106.323	1030.56	735.375	119.114	1112.09	864.987	63.6542	1121.72	838.746	47.4898	1005.17	871.542	71.2593	1073.81
0.5	849.354	1049.91	1326.92	853.425	1050.67	1108.74	664.314	1098.01	1256.39	665.696	1096.32	1167.29	764.382	1132.85	1374.41	767.14	1129.63	1051.94	710.345	770.646	1417.42	718.62	660.069	1418.06	661.152	767.795	1367.27	665.724	657.61	1366	688.604	268.929	1435.58	697.339	189.132	1423.58	651.089	270.363	1396.22	657.473	191.258	1386.35	644.708	94.3797	1373.23	632.541	44.0052	1374.6	658.041	59.1343	1412.33	714.629	758.857	1019.94	725.596	649.028	1010.82	668.059	752.15	1070.2	673.196	641.877	1061.78	691.326	255.216	1004.59	701.69	176.418	1020.31	652.908	259.228	1041.28	663.006	175.575	1054.34	648.843	94.1607	1071.41	637.361	44.1502	1072.24	670.46	55.166	1027.28	767.395	964.662	1399.03	734.485	558.764	1415.69	722.088	535.86	1284.92	734.016	486.587	1422.86	789.152	475.642	1367.47	709.937	104.945	1411.26	732.965	121.245	1327.32	862.389	66.2201	1323.64	838.374	56.9979	1435.82	865.828	74.7894	1366.9	775.192	953.89	1031.97	735.938	552.045	1011.87	714.852	530.056	1140.64	723.089	484.009	1008.06	782.208	462.853	1062.69	713.171	106.321	1030.57	735.383	119.119	1112.1	864.978	63.6435	1121.72	838.752	47.4865	1005.18	871.535	71.2545	1073.8
0.507	849.359	1049.92	1326.93	853.419	1050.67	1108.76	664.315	1098.02	1256.39	665.693	1096.32	1167.3	764.384	1132.86	1374.41	767.135	1129.64	1051.96	710.349	770.646	1417.44	718.618	660.073	1418.07	661.149	767.812	1367.27	665.723	657.615	1366.01	688.603	268.932	1435.58	697.343	189.133	1423.59	651.081	270.367	1396.22	657.471	191.255	1386.34	644.707	94.3867	1373.24	632.543	44.0021	1374.6	658.028	59.1358	1412.34	714.615	758.851	1019.94	725.599	649.029	1010.82	668.056	752.147	1070.2	673.194	641.875	1061.76	691.324	255.227	1004.58	701.686	176.415	1020.31	652.905	259.24	1041.28	662.999	175.565	1054.35	648.836	94.1606	1071.41	637.369	44.1518	1072.24	670.465	55.1729	1027.27	767.385	964.656	1399.03	734.454	558.747	1415.6	722.07	535.876	1284.92	734.01	486.583	1422.87	789.135	475.651	1367.49	709.934	104.942	1411.27	732.964	121.251	1327.31	862.397	66.2171	1323.64	838.368	56.9984	1435.82	865.823	74.7784	1366.89	775.175	953.883	1031.98	735.928	552.046	1011.88	714.848	530.063	1140.65	723.093	484.01	1008.05	782.21	462.856	1062.69	713.164	106.323	1030.56	735.381	119.12	1112.09	864.987	63.6566	1121.72	838.75	47.488	1005.17	871.537	71.2616	1073.81
0.513	849.356	1049.91	1326.93	853.417	1050.68	1108.77	664.314	1098.02	1256.4	665.69	1096.33	1167.3	764.393	1132.85	1374.41	767.128	1129.64	1051.96	710.355	770.652	1417.43	718.632	660.079	1418.08	661.156	767.805	1367.27	665.728	657.612	1366.02	688.605	268.924	1435.59	697.338	189.133	1423.59	651.085	270.365	1396.23	657.473	191.255	1386.35	644.716	94.383	1373.24	632.544	44.0091	1374.59	658.033	59.1372	1412.33	714.615	758.852	1019.95	725.588	649.021	1010.83	668.059	752.15	1070.21	673.194	641.88	1061.77	691.329	255.218	1004.59	701.69	176.42	1020.3	652.907	259.236	1041.28	662.998	175.569	1054.35	648.837	94.16	1071.42	637.369	44.15	1072.24	670.456	55.1682	1027.27	767.386	964.673	1399.04	734.451	558.737	1415.6	722.082	535.875	1284.93	734.014	486.584	1422.86	789.133	475.649	1367.49	709.936	104.948	1411.26	732.969	121.252	1327.32	862.399	66.2162	1323.64	838.367	56.9947	1435.82	865.828	74.7987	1366.9	775.175	953.893	1031.98	735.94	552.041	1011.88	714.853	530.058	1140.65	723.099	484.008	1008.06	782.193	462.853	1062.7	713.173	106.321	1030.57	735.375	119.105	1112.09	864.988	63.6467	1121.72	838.75	47.4802	1005.17	871.535	71.2624	1073.8
0.52	849.36	1049.92	1326.94	853.419	1050.68	1108.77	664.304	1098.02	1256.41	665.689	1096.32	1167.3	764.392	1132.85	1374.42	767.123	1129.63	1051.96	710.364	770.65	1417.43	718.635	660.077	1418.09	661.162	767.807	1367.28	665.732	657.616	1366.03	688.607	268.93	1435.59	697.34	189.133	1423.59	651.091	270.37	1396.22	657.477	191.261	1386.36	644.712	94.3899	1373.25	632.545	44.0082	1374.59	658.033	59.1379	1412.34	714.615	758.852	1019.96	725.588	649.022	1010.83	668.053	752.149	1070.22	673.192	641.87	1061.78	691.327	255.222	1004.59	701.691	176.422	1020.31	652.909	259.239	1041.28	663.008	175.564	1054.35	648.842	94.1599	1071.42	637.364	44.1576	1072.25	670.455	55.1742	1027.27	767.384	964.664	1399.04	734.484	558.761	1415.72	722.072	535.884	1284.92	734.002	486.588	1422.87	789.13	475.651	1367.49	709.943	104.932	1411.26	732.971	121.261	1327.31	862.393	66.2207	1323.64	838.364	56.9988	1435.82	865.831	74.7848	1366.89	775.174	953.882	1031.99	735.934	552.048	1011.88	714.857	530.04	1140.65	723.1	484.015	1008.06	782.2	462.855	1062.71	713.158	106.329	1030.56	735.376	119.097	1112.1	864.988	63.6563	1121.73	838.751	47.4939	1005.17	871.533	71.2606	1073.81
0.527	849.351	1049.91	1326.95	853.419	1050.67	1108.77	664.316	1098.02	1256.41	665.693	1096.33	1167.31	764.39	1132.86	1374.43	767.12	1129.63	1051.98	710.366	770.644	1417.44	718.64	660.072	1418.09	661.17	767.805	1367.28	665.737	657.62	1366.03	688.612	268.922	1435.59	697.335	189.125	1423.59	651.087	270.366	1396.23	657.472	191.261	1386.36	644.709	94.385	1373.23	632.547	43.9999	1374.59	658.03	59.1343	1412.34	714.621	758.851	1019.97	725.595	649.022	1010.84	668.054	752.15	1070.22	673.195	641.869	1061.79	691.331	255.22	1004.6	701.693	176.421	1020.31	652.912	259.231	1041.28	663.01	175.565	1054.35	648.845	94.1586	1071.41	637.362	44.1483	1072.24	670.462	55.176	1027.27	767.38	964.663	1399.05	734.482	558.754	1415.72	722.069	535.874	1284.94	734	486.587	1422.87	789.132	475.659	1367.51	709.937	104.936	1411.25	732.97	121.246	1327.32	862.393	66.2166	1323.64	838.37	56.9969	1435.82	865.824	74.7978	1366.9	775.192	953.882	1032	735.933	552.049	1011.89	714.857	530.043	1140.66	723.101	484.018	1008.07	782.205	462.859	1062.71	713.159	106.327	1030.57	735.373	119.1	1112.09	864.986	63.6634	1121.74	838.749	47.4793	1005.17	871.539	71.2643	1073.81
0.533	849.351	1049.91	1326.96	853.428	1050.67	1108.79	664.309	1098.03	1256.41	665.692	1096.32	1167.32	764.384	1132.85	1374.43	767.122	1129.62	1051.99	710.372	770.647	1417.44	718.636	660.067	1418.09	661.172	767.803	1367.28	665.742	657.604	1366.04	688.608	268.919	1435.6	697.346	189.128	1423.59	651.093	270.367	1396.23	657.475	191.257	1386.35	644.715	94.3868	1373.23	632.547	44.0018	1374.6	658.024	59.1359	1412.34	714.622	758.857	1019.97	725.601	649.018	1010.84	668.064	752.147	1070.22	673.198	641.871	1061.78	691.32	255.224	1004.6	701.691	176.421	1020.31	652.911	259.233	1041.27	663	175.562	1054.34	648.84	94.1623	1071.42	637.366	44.1544	1072.24	670.457	55.1754	1027.27	767.381	964.667	1399.05	734.474	558.76	1415.73	722.062	535.884	1284.92	734.003	486.583	1422.87	789.124	475.651	1367.51	709.94	104.948	1411.26	732.975	121.251	1327.3	862.394	66.2197	1323.64	838.36	57.0058	1435.83	865.829	74.7827	1366.9	775.195	953.881	1032.01	735.934	552.047	1011.89	714.92	530.01	1140.66	723.102	484.005	1008.08	782.196	462.839	1062.72	713.167	106.327	1030.57	735.375	119.109	1112.09	864.979	63.6535	1121.73	838.745	47.4887	1005.17	871.532	71.2598	1073.81
0.54	849.353	1049.92	1326.97	853.419	1050.67	1108.8	664.306	1098.02	1256.41	665.697	1096.32	1167.32	764.382	1132.85	1374.43	767.122	1129.61	1051.99	710.374	770.646	1417.44	718.635	660.078	1418.1	661.175	767.796	1367.29	665.742	657.609	1366.05	688.607	268.923	1435.6	697.342	189.128	1423.59	651.096	270.369	1396.24	657.473	191.263	1386.36	644.717	94.3859	1373.23	632.549	44.001	1374.6	658.029	59.1397	1412.33	714.628	758.851	1019.97	725.597	649.016	1010.84	668.068	752.146	1070.22	673.195	641.862	1061.8	691.336	255.218	1004.6	701.693	176.423	1020.3	652.91	259.228	1041.26	662.998	175.568	1054.35	648.847	94.1637	1071.4	637.364	44.1583	1072.24	670.462	55.173	1027.27	767.378	964.669	1399.06	734.478	558.761	1415.73	722.071	535.881	1284.94	733.991	486.586	1422.88	789.129	475.646	1367.52	709.937	104.942	1411.26	732.959	121.255	1327.32	862.388	66.2232	1323.64	838.367	56.9968	1435.81	865.82	74.789	1366.9	775.212	953.878	1032.02	735.937	552.039	1011.9	714.863	530.052	1140.66	723.089	484.022	1008.08	782.198	462.841	1062.73	713.166	106.328	1030.57	735.377	119.115	1112.1	864.981	63.6613	1121.74	838.747	47.4845	1005.17	871.531	71.2537	1073.81
0.547	849.361	1049.92	1326.97	853.425	1050.66	1108.81	664.316	1098.03	1256.41	665.708	1096.32	1167.33	764.381	1132.83	1374.43	767.129	1129.6	1051.99	710.367	770.648	1417.45	718.633	660.073	1418.09	661.171	767.797	1367.28	665.743	657.612	1366.05	688.611	268.925	1435.61	697.35	189.123	1423.59	651.1	270.367	1396.23	657.474	191.264	1386.35	644.716	94.3844	1373.22	632.547	44.0062	1374.59	658.033	59.1404	1412.33	714.641	758.858	1019.97	725.604	649.018	1010.84	668.078	752.147	1070.23	673.202	641.875	1061.78	691.329	255.226	1004.6	701.685	176.428	1020.3	652.899	259.236	1041.28	663.006	175.567	1054.35	648.842	94.1685	1071.41	637.37	44.1564	1072.24	670.455	55.1673	1027.28	767.368	964.668	1399.06	734.477	558.752	1415.74	722.081	535.868	1284.96	734.006	486.587	1422.87	789.13	475.65	1367.52	709.931	104.95	1411.27	732.986	121.268	1327.32	862.393	66.22	1323.64	838.362	56.9937	1435.82	865.822	74.7961	1366.9	775.216	953.872	1032.02	735.943	552.04	1011.9	714.91	529.996	1140.66	723.099	484.009	1008.08	782.19	462.842	1062.74	713.171	106.325	1030.57	735.378	119.112	1112.09	864.98	63.6626	1121.74	838.741	47.4782	1005.17	871.528	71.2635	1073.81
0.553	849.362	1049.92	1326.98	853.435	1050.66	1108.82	664.323	1098.02	1256.41	665.704	1096.33	1167.32	764.37	1132.85	1374.45	767.134	1129.59	1052	710.357	770.645	1417.45	718.628	660.073	1418.1	661.171	767.797	1367.28	665.748	657.594	1366.04	688.62	268.922	1435.61	697.356	189.127	1423.59	651.102	270.372	1396.24	657.482	191.265	1386.36	644.717	94.3876	1373.23	632.548	44.005	1374.59	658.033	59.1439	1412.34	714.65	758.861	1019.98	725.607	649.015	1010.85	668.089	752.147	1070.23	673.206	641.87	1061.8	691.335	255.22	1004.59	701.695	176.417	1020.31	652.907	259.231	1041.28	662.996	175.571	1054.34	648.84	94.1705	1071.4	637.365	44.1551	1072.24	670.459	55.1814	1027.27	767.372	964.664	1399.07	734.48	558.755	1415.74	722.101	535.866	1284.95	734.007	486.584	1422.88	789.131	475.645	1367.52	709.932	104.957	1411.26	732.981	121.26	1327.31	862.394	66.2192	1323.64	838.371	56.9975	1435.82	865.827	74.7875	1366.9	775.22	953.864	1032.03	735.929	552.03	1011.9	714.849	530.039	1140.66	723.099	484.001	1008.1	782.19	462.853	1062.73	713.174	106.327	1030.56	735.366	119.113	1112.09	864.974	63.657	1121.73	838.749	47.4821	1005.16	871.528	71.26	1073.81
0.56	849.362	1049.91	1326.99	853.429	1050.65	1108.83	664.331	1098.02	1256.41	665.716	1096.33	1167.33	764.364	1132.85	1374.44	767.134	1129.59	1052	710.352	770.642	1417.45	718.627	660.081	1418.1	661.169	767.797	1367.28	665.743	657.603	1366.05	688.626	268.917	1435.62	697.35	189.123	1423.6	651.111	270.372	1396.25	657.477	191.269	1386.37	644.719	94.3967	1373.24	632.546	44.0138	1374.59	658.031	59.1419	1412.33	714.659	758.855	1019.99	725.619	649.016	1010.85	668.093	752.159	1070.24	673.212	641.879	1061.79	691.332	255.219	1004.6	701.7	176.421	1020.31	652.906	259.23	1041.27	662.997	175.569	1054.35	648.845	94.1575	1071.41	637.365	44.1571	1072.23	670.456	55.1624	1027.27	767.355	964.662	1399.08	734.483	558.751	1415.74	722.087	535.876	1284.95	734.006	486.588	1422.88	789.134	475.642	1367.52	709.938	104.95	1411.26	732.999	121.255	1327.31	862.4	66.2149	1323.64	838.368	56.9875	1435.81	865.834	74.7824	1366.9	775.233	953.873	1032.05	735.941	552.034	1011.91	714.844	530.044	1140.66	723.094	484.008	1008.08	782.198	462.853	1062.73	713.166	106.317	1030.56	735.368	119.106	1112.09	864.986	63.6618	1121.73	838.743	47.4744	1005.17	871.534	71.2512	1073.81
0.567	849.372	1049.91	1327	853.446	1050.64	1108.84	664.331	1098.04	1256.41	665.723	1096.33	1167.34	764.362	1132.86	1374.46	767.136	1129.58	1052.01	710.349	770.649	1417.45	718.631	660.083	1418.1	661.163	767.8	1367.29	665.744	657.607	1366.04	688.626	268.926	1435.63	697.36	189.134	1423.6	651.11	270.376	1396.26	657.485	191.263	1386.36	644.717	94.3971	1373.24	632.545	44.0135	1374.59	658.034	59.1488	1412.34	714.674	758.853	1019.98	725.634	649.015	1010.86	668.103	752.163	1070.24	673.21	641.881	1061.8	691.332	255.217	1004.6	701.7	176.422	1020.31	652.908	259.23	1041.27	662.998	175.568	1054.35	648.848	94.1626	1071.41	637.365	44.1578	1072.24	670.467	55.1747	1027.26	767.366	964.668	1399.08	734.49	558.757	1415.74	722.106	535.88	1284.96	734.001	486.587	1422.88	789.128	475.64	1367.52	709.946	104.949	1411.25	732.991	121.255	1327.31	862.402	66.2151	1323.64	838.369	56.9904	1435.81	865.835	74.7865	1366.9	775.256	953.869	1032.06	735.94	552.03	1011.9	714.847	530.042	1140.68	723.097	484.005	1008.09	782.19	462.85	1062.73	713.173	106.325	1030.57	735.373	119.112	1112.1	864.98	63.6441	1121.73	838.751	47.4804	1005.17	871.534	71.2487	1073.81
0.573	849.38	1049.91	1327	853.453	1050.64	1108.85	664.349	1098.03	1256.41	665.734	1096.33	1167.34	764.366	1132.84	1374.45	767.142	1129.58	1052	710.339	770.652	1417.46	718.622	660.085	1418.11	661.16	767.807	1367.29	665.739	657.613	1366.05	688.628	268.92	1435.63	697.364	189.129	1423.6	651.112	270.379	1396.26	657.49	191.265	1386.37	644.719	94.4025	1373.23	632.552	44.0096	1374.59	658.042	59.1445	1412.33	714.684	758.863	1019.99	725.638	649.014	1010.86	668.11	752.157	1070.24	673.219	641.889	1061.8	691.341	255.22	1004.6	701.702	176.418	1020.3	652.908	259.226	1041.27	663.004	175.572	1054.34	648.847	94.1521	1071.41	637.369	44.1628	1072.24	670.461	55.1705	1027.27	767.37	964.672	1399.09	734.485	558.775	1415.76	722.1	535.886	1284.96	734.004	486.592	1422.88	789.134	475.641	1367.52	709.951	104.958	1411.24	732.989	121.262	1327.32	862.398	66.2115	1323.63	838.378	56.9916	1435.81	865.85	74.7675	1366.88	775.261	953.87	1032.06	735.937	552.038	1011.9	714.852	530.039	1140.67	723.1	484.023	1008.1	782.193	462.849	1062.73	713.174	106.321	1030.57	735.385	119.115	1112.08	864.981	63.6433	1121.72	838.751	47.4751	1005.16	871.536	71.2452	1073.81
0.58	849.387	1049.91	1327	853.463	1050.63	1108.84	664.358	1098.04	1256.43	665.747	1096.33	1167.35	764.375	1132.85	1374.45	767.155	1129.58	1052	710.339	770.657	1417.45	718.61	660.086	1418.12	661.153	767.803	1367.29	665.738	657.615	1366.05	688.627	268.918	1435.63	697.36	189.123	1423.6	651.113	270.377	1396.26	657.487	191.263	1386.38	644.717	94.4017	1373.23	632.551	44.0156	1374.59	658.037	59.1488	1412.34	714.672	758.858	1020	725.636	649.02	1010.87	668.113	752.16	1070.25	673.222	641.885	1061.79	691.335	255.217	1004.59	701.702	176.423	1020.31	652.91	259.225	1041.27	662.997	175.58	1054.32	648.846	94.1611	1071.41	637.371	44.1552	1072.23	670.454	55.1752	1027.26	767.382	964.668	1399.09	734.444	558.743	1415.67	722.08	535.903	1284.95	733.997	486.59	1422.88	789.135	475.636	1367.52	709.948	104.95	1411.26	732.987	121.25	1327.31	862.414	66.2121	1323.64	838.378	56.9922	1435.81	865.851	74.7772	1366.89	775.269	953.869	1032.07	735.957	552.029	1011.9	714.852	530.041	1140.66	723.09	484.006	1008.09	782.205	462.842	1062.73	713.164	106.322	1030.56	735.375	119.117	1112.08	864.989	63.6499	1121.72	838.75	47.4766	1005.16	871.533	71.2478	1073.8
0.587	849.395	1049.91	1327.01	853.474	1050.62	1108.85	664.371	1098.04	1256.42	665.755	1096.34	1167.34	764.394	1132.85	1374.45	767.145	1129.57	1052	710.337	770.653	1417.45	718.616	660.085	1418.11	661.157	767.806	1367.29	665.734	657.63	1366.05	688.632	268.917	1435.63	697.365	189.132	1423.6	651.115	270.373	1396.27	657.483	191.269	1386.39	644.715	94.4027	1373.24	632.55	44.0212	1374.59	658.042	59.1482	1412.33	714.683	758.859	1019.99	725.65	649.013	1010.88	668.115	752.165	1070.24	673.22	641.895	1061.8	691.342	255.21	1004.6	701.704	176.413	1020.31	652.912	259.23	1041.26	663	175.573	1054.33	648.847	94.1629	1071.41	637.365	44.161	1072.24	670.46	55.1637	1027.27	767.391	964.665	1399.09	734.475	558.766	1415.77	722.097	535.884	1284.97	734.001	486.592	1422.88	789.135	475.636	1367.54	709.952	104.953	1411.26	732.996	121.254	1327.31	862.414	66.2113	1323.64	838.373	56.9876	1435.8	865.845	74.7752	1366.89	775.279	953.866	1032.08	735.966	552.024	1011.91	714.853	530.045	1140.67	723.105	483.999	1008.09	782.213	462.836	1062.73	713.166	106.322	1030.56	735.381	119.111	1112.09	864.985	63.6443	1121.72	838.757	47.4703	1005.17	871.535	71.2372	1073.8
0.593	849.404	1049.91	1327.01	853.487	1050.63	1108.85	664.388	1098.04	1256.43	665.762	1096.34	1167.35	764.412	1132.84	1374.47	767.163	1129.55	1052.01	710.339	770.661	1417.46	718.61	660.094	1418.13	661.157	767.811	1367.29	665.734	657.622	1366.05	688.635	268.92	1435.64	697.364	189.132	1423.6	651.115	270.375	1396.28	657.485	191.267	1386.39	644.72	94.4027	1373.24	632.55	44.0165	1374.59	658.039	59.1531	1412.33	714.672	758.859	1020	725.645	649.02	1010.88	668.11	752.166	1070.26	673.222	641.885	1061.81	691.341	255.223	1004.59	701.708	176.423	1020.31	652.915	259.228	1041.27	663	175.577	1054.34	648.841	94.1535	1071.41	637.376	44.1461	1072.23	670.46	55.1727	1027.27	767.39	964.674	1399.1	734.45	558.737	1415.67	722.078	535.887	1284.98	733.994	486.588	1422.88	789.132	475.633	1367.53	709.955	104.952	1411.25	732.985	121.261	1327.3	862.411	66.2146	1323.63	838.369	56.9899	1435.8	865.859	74.7732	1366.89	775.277	953.876	1032.09	735.953	552.042	1011.93	714.865	530.043	1140.67	723.11	484.031	1008.11	782.212	462.836	1062.72	713.171	106.311	1030.56	735.382	119.116	1112.09	864.989	63.6375	1121.72	838.762	47.4736	1005.18	871.547	71.2371	1073.8
